Churn,Tenure_Low,High_MonthlyCharges,Has_TechSupport,Services_Count,Satisfaction_Score,Is_MonthToMonth,TotalCharges_per_Month,Is_FiberOptic,Has_Dependents,Is_Paperless,SeniorCitizen_Encoded,Churn_Encoded,Tenure_Low_Encoded,Has_TechSupport_Encoded,Is_MonthToMonth_Encoded,Has_Dependents_Encoded,Is_Paperless_Encoded,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,MonthlyCharges-binned_Low,MonthlyCharges-binned_Medium,TotalCharges-binned_Low,TotalCharges-binned_Medium,tenure-binned_Low,tenure-binned_Medium
0.0,0,0,0,1,0.07754588891184382,1,-0.644555985172804,0,1,1,0,0,0,0,1,1,1,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0.0,0,0,0,1,-0.901227759127791,0,-1.4626819176257677,0,0,0,0,0,0,0,0,0,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0.0,0,1,0,3,0.07754588891184382,0,1.0985598867522959,1,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False
1.0,0,1,0,3,0.07754588891184382,1,1.2581855498857173,1,0,1,0,1,0,0,1,0,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False
0.0,0,1,1,3,2.035093184991114,1,1.4121530142228744,1,0,1,0,0,0,1,1,0,1,False,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,False,True
0.0,0,1,1,3,2.035093184991114,0,1.6427709518796938,1,1,0,0,0,0,1,0,1,0,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0.0,0,0,0,1,-0.901227759127791,0,-1.48755543650092,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0.0,0,1,0,3,1.0563195369514786,0,1.2976232046121297,1,1,0,0,0,0,0,0,1,0,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False
1.0,1,0,1,1,1.0563195369514786,1,-0.39193252220631536,0,1,0,0,1,1,1,1,1,0,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
0.0,0,1,0,2,0.07754588891184382,1,0.7932765083400707,1,0,1,0,0,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False
1.0,1,0,0,1,0.07754588891184382,1,-0.8275335952888665,0,0,1,1,1,1,0,1,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False,True,False
0.0,0,0,0,1,-0.901227759127791,0,-1.58065376683312,0,0,0,0,0,0,0,0,0,0,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1.0,1,0,0,1,-0.901227759127791,1,-1.4717672642391695,0,0,0,0,1,1,0,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0.0,0,0,1,1,0.07754588891184382,0,-0.1409206292829467,0,0,1,0,0,0,1,0,0,1,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0.0,0,0,1,1,1.0563195369514786,1,-0.13478855796496372,0,1,0,0,0,0,1,1,1,0,False,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
0.0,0,0,0,1,0.07754588891184382,1,-0.4518958098547668,0,0,1,0,0,0,0,1,0,1,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,True,False,False,True
1.0,0,1,0,3,-0.901227759127791,1,1.2008359356691196,1,1,1,0,1,0,0,1,1,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True
1.0,1,0,0,0,-0.901227759127791,1,-1.1397391425493977,0,1,0,0,1,1,0,1,1,0,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
0.0,0,1,1,3,2.035093184991114,0,0.7851842569733719,0,0,1,0,0,0,1,0,0,1,False,True,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1.0,0,0,0,3,-0.901227759127791,1,-0.013156162487586068,0,1,1,0,1,0,0,1,1,1,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,True,False,True,False
0.0,0,1,1,1,2.035093184991114,0,1.0113126401447248,1,0,1,1,0,0,1,0,0,1,False,True,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False
0.0,1,1,0,3,0.07754588891184382,1,0.8631668154050699,1,0,1,1,0,1,0,1,0,1,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
0.0,0,0,1,1,2.035093184991114,0,0.1561310703695353,0,1,0,0,0,0,1,0,1,0,True,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,True
0.0,1,0,0,1,-0.901227759127791,1,-1.4701153830367326,0,0,0,0,0,1,0,1,0,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0.0,1,0,0,1,-0.901227759127791,1,-0.6425229006159588,0,0,0,1,0,1,0,1,0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0.0,0,1,1,2,1.0563195369514786,0,1.1900098655427482,1,1,0,0,0,0,1,0,1,0,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False
1.0,1,0,0,1,-0.901227759127791,1,-0.04355077661242093,1,0,1,0,1,1,0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
0.0,0,1,0,1,0.07754588891184382,1,0.4109463810075691,1,0,1,0,0,0,0,1,0,1,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True
1.0,0,1,0,3,0.07754588891184382,1,1.3113124686778899,1,0,1,0,1,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True
1.0,1,1,0,3,0.07754588891184382,1,1.18250548603976,1,0,1,0,1,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False
0.0,1,0,0,1,-0.901227759127791,0,-0.5658756128228972,0,1,0,0,0,1,0,0,1,0,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
0.0,0,0,0,2,0.07754588891184382,0,0.1621084330909453,0,1,1,0,0,0,0,0,1,1,False,True,True,False,False,False,True,False,True,False,False,False,True,False,False,False,True,False,True,False,False
0.0,0,0,0,1,-0.901227759127791,0,-1.3246526677398092,0,1,0,0,0,0,0,0,1,0,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0.0,0,1,1,2,2.035093184991114,0,0.4119017132695717,0,0,1,0,0,0,1,0,0,1,False,True,True,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False,False
0.0,0,1,1,2,1.0563195369514786,1,0.3567381590734262,0,0,1,0,0,0,1,1,0,1,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,True,True,False,True,False
0.0,0,1,0,2,-0.901227759127791,1,0.4965671799785878,1,0,1,0,0,0,0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False
0.0,1,0,0,1,-0.901227759127791,1,-0.535150622457575,0,0,0,0,0,1,0,1,0,0,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
1.0,1,1,0,2,-0.901227759127791,1,0.24371136449131697,1,0,1,0,1,1,0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False
0.0,0,1,1,3,1.0563195369514786,0,0.542257124885545,0,0,1,0,0,0,1,0,0,1,False,True,True,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False
0.0,0,0,1,1,2.035093184991114,0,-0.10058616468032108,0,1,1,0,0,0,1,0,1,1,False,True,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0.0,0,1,0,2,-0.901227759127791,1,0.811900874366657,1,0,1,1,0,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True
1.0,0,1,0,3,0.07754588891184382,1,1.0041824073864138,1,0,1,0,1,0,0,1,0,1,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0.0,0,0,1,2,1.0563195369514786,1,0.17866028273936094,0,0,1,1,0,0,1,1,0,1,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True
1.0,1,1,0,1,-0.901227759127791,1,0.4778655249367153,1,0,1,1,1,1,0,1,0,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,True,False
0.0,0,1,1,2,2.035093184991114,0,0.316311543338409,0,1,1,1,0,0,1,0,1,1,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,True,False,False
1.0,0,1,0,3,-0.901227759127791,1,1.0791961682126212,1,0,1,1,1,0,0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0.0,0,1,0,3,0.07754588891184382,0,1.172160371438641,1,1,1,0,0,0,0,0,1,1,True,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False,False,False,False,False
0.0,0,1,1,3,1.0563195369514786,0,1.4047335647736268,1,1,1,1,0,0,1,0,1,1,True,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0.0,0,0,0,1,-0.901227759127791,0,-1.2684887068569624,0,1,0,0,0,0,0,0,1,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0.0,0,1,1,3,1.0563195369514786,0,1.4662411110613256,1,0,1,0,0,0,1,0,0,1,False,True,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False
0.0,0,1,0,3,0.07754588891184382,1,1.1712778060680724,1,0,1,0,0,0,0,1,0,1,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True
0.0,0,1,0,2,-0.901227759127791,1,0.8638275678860444,1,0,1,0,0,0,0,1,0,1,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0.0,0,0,0,0,1.0563195369514786,0,-0.7783442439274189,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False
0.0,0,0,1,1,1.0563195369514786,0,-0.3807915012076591,0,1,1,0,0,0,1,0,1,1,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
1.0,1,1,0,3,-0.901227759127791,1,1.0093583018207155,1,0,0,0,1,1,0,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0.0,1,1,1,3,0.07754588891184382,1,0.5506859546107986,0,0,1,0,0,1,1,1,0,1,False,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,True,False,True,False
0.0,0,1,0,1,-0.901227759127791,0,0.42845846110000585,1,0,1,0,0,0,0,0,0,1,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,True
0.0,0,1,1,3,1.0563195369514786,0,0.5238650877755365,0,0,0,0,0,0,1,0,0,0,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True
0.0,0,0,0,1,-0.901227759127791,0,-1.5223809042818293,0,1,0,0,0,0,0,0,1,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0.0,1,1,0,1,1.0563195369514786,1,0.7941181811432168,1,0,1,0,0,1,0,1,0,1,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,True,False,True,False
0.0,1,0,1,1,0.07754588891184382,1,-0.5169799292307717,0,0,0,0,0,1,1,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0.0,0,0,0,1,-0.901227759127791,0,-1.4445429913451648,0,1,1,0,0,0,0,0,1,1,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0.0,0,1,1,3,2.035093184991114,0,1.5271198162094606,1,1,1,1,0,0,1,0,1,1,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,False,False,False
0.0,0,0,0,1,-0.901227759127791,0,-1.3783560465658955,0,1,1,0,0,0,0,0,1,1,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0.0,1,0,1,2,1.0563195369514786,1,-0.18385055340604234,0,1,1,0,0,1,1,1,1,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False
0.0,0,1,0,3,1.0563195369514786,0,1.4845691263074086,1,0,0,1,0,0,0,0,0,0,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0.0,0,0,0,2,-0.901227759127791,0,-0.20631853178990942,0,0,0,0,0,0,0,0,0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,True
0.0,1,0,0,1,0.07754588891184382,1,-0.14592611413343368,0,1,0,0,0,1,0,1,1,0,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,True,False,True,False
0.0,0,1,0,3,0.07754588891184382,1,0.18760246631521826,0,0,1,1,0,0,0,1,0,1,False,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,True,False,False,True
0.0,0,0,0,1,-0.901227759127791,0,-1.2442848684280567,0,1,1,0,0,0,0,0,1,1,True,False,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
1.0,1,1,0,2,-0.901227759127791,1,0.48406007944585283,1,1,1,0,1,1,0,1,1,1,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,True,True,False,True,False
0.0,1,0,0,2,0.07754588891184382,1,-0.4394916837346512,0,1,0,0,0,1,0,1,1,0,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,True,False,True,False,True,False
1.0,1,1,0,1,0.07754588891184382,1,0.20772395258108917,1,0,1,0,1,1,0,1,0,1,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,True,False
0.0,0,1,1,3,1.0563195369514786,1,1.2665798033429978,1,0,1,0,0,0,1,1,0,1,False,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,False,True
0.0,0,0,0,1,-0.901227759127791,0,-1.4812065853959504,0,0,1,0,0,0,0,0,0,1,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0.0,1,1,0,3,-0.901227759127791,1,1.2351153994870607,1,0,1,0,0,1,0,1,0,1,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False
0.0,0,0,0,2,0.07754588891184382,0,-0.04624098314210362,0,0,1,0,0,0,0,0,0,1,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False,False,True
0.0,0,0,0,1,-0.901227759127791,0,-1.409959375914664,0,1,0,0,0,0,0,0,1,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0.0,0,0,0,1,-0.901227759127791,0,-1.471623622395479,0,1,1,0,0,0,0,0,1,1,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0.0,0,0,0,1,-0.901227759127791,1,-0.9877091105044502,0,0,0,0,0,0,0,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,False,True
0.0,0,1,0,1,0.07754588891184382,1,0.6929679888473443,1,1,0,0,0,0,0,1,1,0,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,False,True
0.0,1,1,1,1,0.07754588891184382,1,0.3304351276192424,1,0,0,1,0,1,1,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
0.0,0,1,1,3,2.035093184991114,0,0.7229070842163557,0,1,1,0,0,0,1,0,1,1,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False
0.0,0,1,0,3,1.0563195369514786,1,1.4748075975534494,1,0,1,0,0,0,0,1,0,1,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0.0,0,1,0,3,0.07754588891184382,0,1.2851536342442051,1,0,1,0,0,0,0,0,0,1,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False
1.0,0,1,0,1,0.07754588891184382,1,0.4156446663116008,1,0,1,0,1,0,0,1,0,1,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False
0.0,0,0,1,1,1.0563195369514786,0,0.07218327766083274,0,1,1,0,0,0,1,0,1,1,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False
1.0,1,0,0,1,-0.901227759127791,1,-1.3852086892314879,0,0,0,0,1,1,0,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0.0,0,0,0,1,-0.901227759127791,0,-1.4340281321527315,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1.0,0,1,0,3,0.07754588891184382,1,1.1854488380004649,1,0,1,1,1,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0.0,1,0,0,1,-0.901227759127791,1,-1.4701153830367326,0,0,0,0,0,1,0,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0.0,1,0,0,1,-0.901227759127791,1,-1.4948936010732827,0,1,0,0,0,1,0,1,1,0,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0.0,0,1,1,2,1.0563195369514786,0,0.9972734867081522,1,0,0,0,0,0,1,0,0,0,True,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True
0.0,0,0,0,1,0.07754588891184382,0,-0.6221246706161727,0,0,0,1,0,0,0,0,0,0,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,True,False,False
1.0,0,1,1,3,1.0563195369514786,0,1.5607222378752035,1,0,1,0,1,0,1,0,0,1,False,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,False
0.0,1,0,0,0,-0.901227759127791,1,-1.4754014028845301,0,0,0,0,0,1,0,1,0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0.0,0,1,0,3,0.07754588891184382,0,1.2135721154719494,1,1,1,0,0,0,0,0,1,1,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,False,False
0.0,0,0,0,0,0.07754588891184382,0,-1.179745640420911,0,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
0.0,0,1,0,3,-0.901227759127791,0,0.8753254293718421,1,0,0,0,0,0,0,0,0,0,True,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,True
0.0,0,0,0,1,-0.901227759127791,0,-1.5119400973706503,0,1,0,0,0,0,0,0,1,0,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
1.0,0,1,0,2,0.07754588891184382,1,1.0094484044317573,1,0,1,0,1,0,0,1,0,1,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False
0.0,0,0,1,1,2.035093184991114,0,-0.20461554723923664,0,0,0,0,0,0,1,0,0,0,True,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,True,False,False
0.0,0,1,0,2,0.07754588891184382,1,0.9005262216694806,1,0,1,0,0,0,0,1,0,1,False,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True
1.0,0,1,0,1,-0.901227759127791,1,0.4235208656484441,1,0,1,1,1,0,0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True
0.0,0,0,1,2,0.07754588891184382,0,-0.37022060865178835,0,1,1,0,0,0,1,0,1,1,False,True,False,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False
0.0,1,1,0,2,0.07754588891184382,1,0.5980398824139834,1,1,0,0,0,1,0,1,1,0,False,False,False,True,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False
0.0,0,0,0,0,0.07754588891184382,0,-1.1038107263964003,0,0,0,0,0,0,0,0,0,0,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,True
1.0,1,1,0,3,0.07754588891184382,1,1.3798752555272615,1,1,1,0,1,1,0,1,1,1,False,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False
0.0,0,0,0,1,-0.901227759127791,0,-1.4645151028626182,0,0,0,0,0,0,0,0,0,0,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0.0,0,1,1,1,0.07754588891184382,1,0.4952561631512569,1,1,1,0,0,0,1,1,1,1,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,True,True,False,False,True
0.0,0,1,0,3,0.07754588891184382,0,1.1164061033143349,1,1,1,0,0,0,0,0,1,1,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False
0.0,1,0,0,1,-0.901227759127791,1,-1.516643370238699,0,0,0,0,0,1,0,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1.0,1,1,0,1,-0.901227759127791,1,0.3904534779744414,1,0,1,0,1,1,0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False
0.0,1,0,0,1,0.07754588891184382,1,-0.483942305182038,0,1,0,0,0,1,0,1,1,0,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0.0,1,0,0,1,-0.901227759127791,1,-1.617958750654815,0,1,0,0,0,1,0,1,1,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0.0,0,1,1,2,1.0563195369514786,0,0.8936265036378794,1,0,1,0,0,0,1,0,0,1,False,True,False,True,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True
1.0,0,1,0,1,0.07754588891184382,1,0.475555950292568,1,0,1,1,1,0,0,1,0,1,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,False,False,True
0.0,0,0,0,1,-0.901227759127791,0,-1.3464307780042868,0,0,1,0,0,0,0,0,0,1,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
0.0,1,0,0,1,-0.901227759127791,1,-1.4849823138586629,0,0,0,0,0,1,0,1,0,0,False,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
0.0,0,0,0,2,0.07754588891184382,0,-0.2830177127279099,0,0,1,1,0,0,0,0,0,1,True,False,False,True,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,False,False
0.0,0,1,0,2,-0.901227759127791,1,0.9519236630898403,1,0,1,0,0,0,0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False
1.0,0,0,0,2,1.0563195369514786,1,-0.15171595774797417,0,1,1,0,1,0,0,1,1,1,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,True
0.0,0,0,1,1,0.07754588891184382,0,-0.5299237744737457,0,0,0,0,0,0,1,0,0,0,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
1.0,1,0,0,1,-0.901227759127791,1,-0.966291616293547,0,0,1,0,1,1,0,1,0,1,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,True,False
1.0,1,0,0,1,-0.901227759127791,1,-0.7953219118413513,0,0,0,0,1,1,0,1,0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0.0,0,0,0,1,-0.901227759127791,0,-1.2245613215024251,0,0,1,0,0,0,0,0,0,1,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True
0.0,0,1,0,1,0.07754588891184382,1,0.4171948012080901,1,0,1,0,0,0,0,1,0,1,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,False,True,False
0.0,0,0,0,1,-0.901227759127791,0,-1.4778843868169427,0,1,0,0,0,0,0,0,1,0,False,True,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False
